"24.78,-13.00,-11.48,2.53,2.51"
"24.99,-11.71,-11.54,2.53,2.51"
"25.20,-8.30,-9.00,2.53,2.51"
"25.41,-12.73,-11.43,2.51,2.50"
"25.61,-9.03,-7.89,2.53,2.51"
"25.82,-6.32,-3.70,2.55,2.50"
"26.03,-10.96,-9.05,2.53,2.50"
"26.24,-8.78,-6.58,2.54,2.50"
"26.45,-11.89,-9.32,2.54,2.51"
"26.66,-11.16,-7.98,2.54,2.53"
"26.86,-5.27,-5.11,2.54,2.51"
"27.07,-10.83,-9.56,2.53,2.50"
"27.28,-14.51,-17.04,2.54,2.50"
"27.49,-10.75,-10.32,2.54,2.50"
"27.70,-4.22,-7.06,2.55,2.51"
"27.91,-10.26,-11.80,2.54,2.51"
"28.11,-7.91,-10.03,2.55,2.50"
"28.32,-18.23,-14.76,2.51,2.50"
"28.53,-12.57,-11.20,2.53,2.50"
"28.74,-11.56,-11.88,2.55,2.52"
"28.95,-10.85,-7.33,2.55,2.51"
"29.16,-7.46,-6.95,2.53,2.50"
"29.36,-9.75,-7.11,2.53,2.50"
"29.57,-9.98,-7.73,2.52,2.50"
"29.78,-6.88,-10.01,2.53,2.51"
"29.99,-11.27,-12.07,2.54,2.50"
"30.20,-15.54,-9.55,2.53,2.50"
"30.41,-9.18,-11.49,2.52,2.51"
"30.61,-7.07,-3.81,2.52,2.50"
"30.82,-3.62,-3.21,2.54,2.51"
"31.03,-9.76,-11.99,2.53,2.51"
"31.24,-10.43,-3.91,2.52,2.49"
"31.45,-12.56,-9.58,2.52,2.49"
"31.66,-8.11,-8.41,2.51,2.50"
"31.86,-13.49,-6.47,2.55,2.50"
"32.07,-10.89,-9.53,2.54,2.51"
"32.28,-5.26,-8.07,2.52,2.50"
"32.49,-13.07,-10.32,2.53,2.49"
"32.70,-8.13,-9.88,2.54,2.50"
"32.91,-7.18,-6.04,2.55,2.52"
"33.12,-7.15,-7.51,2.54,2.51"
"33.32,-10.67,-12.77,2.52,2.50"
"33.53,-10.04,-8.87,2.53,2.50"
"33.74,-9.38,-8.82,2.52,2.51"
"33.95,-10.38,-9.51,2.54,2.50"
"34.16,-9.78,-9.76,2.52,2.50"
"34.37,-11.52,-9.25,2.53,2.50"
"34.57,-8.43,-10.75,2.53,2.51"
"34.78,-10.06,-8.53,2.53,2.51"
"34.99,-11.07,-7.59,2.53,2.51"
"35.20,-9.79,-7.83,2.53,2.51"
"35.41,-7.66,-10.72,2.54,2.51"
"35.62,-8.49,-10.22,2.54,2.51"
"35.82,-11.79,-16.81,2.54,2.50"
"36.03,-10.77,-11.31,2.55,2.50"
"36.24,-6.78,-5.27,2.53,2.50"
"36.45,-8.39,-6.21,2.53,2.51"
"36.66,-9.25,-9.04,2.54,2.51"
"36.87,-12.51,-9.19,2.52,2.51"
"37.07,-8.59,-6.60,2.54,2.50"
"37.28,-10.01,-8.93,2.52,2.51"
"37.49,-7.32,-4.76,2.52,2.50"
"37.70,-7.12,-10.64,2.51,2.49"
"37.91,-6.54,-6.25,2.55,2.50"
"38.12,-9.30,-10.01,2.52,2.50"
"38.32,-10.60,-8.63,2.54,2.51"
"38.53,-6.00,-10.10,2.54,2.51"
"38.74,-13.67,-8.51,2.54,2.51"
"38.95,-11.06,-9.03,2.53,2.50"
"39.16,-10.14,-9.43,2.53,2.50"
"39.37,-10.84,-13.13,2.53,2.51"
"39.57,-9.55,-9.53,2.54,2.50"
"39.78,-12.25,-11.20,2.53,2.50"
"39.99,-12.05,-9.26,2.53,2.51"
"40.20,-12.72,-6.40,2.54,2.51"
"40.41,-8.75,-10.23,2.53,2.52"
"40.61,-9.84,-5.36,2.54,2.49"
"40.82,-10.01,-8.96,2.51,2.50"
"41.03,-7.65,-7.45,2.53,2.51"
"41.24,-10.14,-10.54,2.54,2.50"
"41.45,-5.13,-7.36,2.54,2.51"
"41.66,-8.41,-10.48,2.52,2.51"
"41.87,-12.13,-15.48,2.53,2.49"
"42.07,-9.48,-11.32,2.52,2.50"
"42.28,-14.01,-6.74,2.54,2.50"
"42.49,-10.38,-12.19,2.55,2.50"
"42.70,-8.24,-10.21,2.54,2.50"
"42.91,-10.73,-10.80,2.54,2.50"
"43.12,-8.50,-9.62,2.54,2.50"
"43.32,-8.70,-7.40,2.51,2.49"
"43.53,-11.37,-11.87,2.53,2.50"
"43.74,-3.54,-9.72,2.52,2.50"
"43.95,-10.02,-8.93,2.54,2.51"
"44.16,-7.63,-13.04,2.52,2.49"
"44.37,-10.29,-11.18,2.55,2.51"
"44.57,-8.66,-7.18,2.52,2.51"
"44.78,-10.08,-9.33,2.53,2.51"
"44.99,-9.64,-9.43,2.55,2.50"
"45.20,-8.96,-6.82,2.54,2.49"
"45.41,-3.28,-13.14,2.52,2.52"
"45.62,-9.03,-5.15,2.55,2.52"
"45.82,-6.66,-8.26,2.52,2.51"
"46.03,-8.85,-6.17,2.53,2.51"
"46.24,-9.39,-10.17,2.52,2.50"
"46.45,-10.69,-8.90,2.54,2.50"
"46.66,-10.21,-10.76,2.53,2.51"
"46.87,-12.75,-7.27,2.53,2.50"
"47.07,-11.05,-14.64,2.54,2.50"
"47.28,-9.79,-4.19,2.53,2.50"
"47.49,-7.07,-9.32,2.54,2.51"
"47.70,-9.03,-6.98,2.54,2.50"
"47.91,-9.99,-6.63,2.54,2.50"
"48.11,-9.95,-11.17,2.54,2.51"
"48.32,-8.98,-9.20,2.52,2.50"
"48.53,-6.25,-13.09,2.53,2.50"
"48.74,-12.57,-10.63,2.53,2.50"
"48.95,-11.85,-9.28,2.54,2.51"
"49.16,-9.49,-6.97,2.53,2.49"
"49.36,-12.37,-11.53,2.53,2.50"
"49.57,-8.95,-11.72,2.54,2.50"
"49.78,-9.30,-7.60,2.52,2.51"
"49.99,-9.51,-10.96,2.52,2.50"
"50.20,-8.58,-8.02,2.54,2.50"
"50.41,-10.37,-8.15,2.52,2.50"
"50.62,-7.29,-4.70,2.53,2.51"
"50.82,-13.39,-10.79,2.54,2.50"
"51.03,-11.27,-11.28,2.53,2.51"
"51.24,-11.72,-8.72,2.53,2.50"
"51.45,-10.27,-9.77,2.53,2.51"
"51.66,-11.10,-7.09,2.54,2.50"
"51.87,-11.26,-13.80,2.53,2.51"
"52.07,-8.78,-6.65,2.53,2.51"
"52.28,-8.90,-10.26,2.54,2.51"
"52.49,-7.38,-12.41,2.52,2.50"
"52.70,-8.12,-9.41,2.53,2.50"
"52.91,-10.85,-7.24,2.54,2.50"
"53.11,-9.96,-11.21,2.54,2.51"
"53.32,-7.27,-10.66,2.52,2.51"
"53.53,-8.92,-15.09,2.52,2.51"
"53.74,-9.89,-9.92,2.53,2.49"
"53.95,-8.26,-7.00,2.51,2.49"
"54.16,-11.09,-7.64,2.53,2.50"
"54.37,-9.42,-8.25,2.53,2.50"
"54.57,-10.26,-13.49,2.52,2.51"
"54.78,-9.51,-6.56,2.54,2.51"
"54.99,-9.52,-8.86,2.53,2.51"
"55.20,-9.49,-11.88,2.52,2.51"
"55.41,-7.23,-10.68,2.53,2.51"
"55.62,-8.66,-12.38,2.52,2.50"
"55.82,-5.26,-10.35,2.52,2.50"
"56.03,-9.59,-7.89,2.52,2.50"
"56.24,-10.35,-9.57,2.53,2.50"
"56.45,-12.41,-10.36,2.53,2.51"
"56.66,-10.00,-10.64,2.52,2.50"
"56.86,-13.35,-10.26,2.54,2.51"
"57.07,-7.80,-12.79,2.53,2.51"
"57.28,-7.03,-9.35,2.53,2.50"
"57.49,-8.51,-4.59,2.54,2.50"
"57.70,-12.13,-10.13,2.52,2.50"
"57.91,-8.82,-10.28,2.53,2.51"
"58.12,-8.14,-14.62,2.51,2.51"
"58.32,-9.57,-12.08,2.53,2.52"
"58.53,-11.56,-10.86,2.53,2.51"
"58.74,-9.28,-4.69,2.54,2.51"
"58.95,-13.25,-7.72,2.53,2.52"
"59.16,-8.51,-10.86,2.53,2.51"
"59.37,-13.01,-9.28,2.52,2.50"
"59.57,-13.24,-10.82,2.52,2.50"
"59.78,-12.71,-13.43,2.54,2.50"
"59.99,-10.46,-10.20,2.53,2.51"
"60.20,-9.69,-11.73,2.54,2.49"
"60.41,-11.48,-9.81,2.52,2.51"
"60.62,-11.05,-9.94,2.52,2.51"
"60.82,-7.23,-10.90,2.55,2.50"
"61.03,-6.82,-9.74,2.53,2.51"
"61.24,-10.13,-11.81,2.52,2.51"
"61.45,-10.68,-7.85,2.51,2.50"
"61.66,-6.93,-11.28,2.53,2.51"
"61.87,-7.62,-6.56,2.52,2.51"
"62.07,-11.49,-11.48,2.53,2.51"
"62.28,-10.80,-11.25,2.53,2.51"
"62.49,-12.98,-14.74,2.52,2.51"
"62.70,-3.69,-4.07,2.54,2.52"
"62.91,-6.14,-9.84,2.52,2.52"
"63.12,-9.97,-10.28,2.52,2.51"
"63.32,-9.15,-8.89,2.52,2.50"
"63.53,-11.30,-13.53,2.54,2.51"
"63.74,-12.44,-10.86,2.53,2.51"
"63.95,-9.94,-9.12,2.52,2.51"
"64.16,-6.25,-10.54,2.53,2.50"
"64.36,-11.93,-7.60,2.53,2.52"
"64.57,-12.11,-10.02,2.53,2.50"
"64.78,-11.09,-11.56,2.52,2.51"
"64.99,-7.54,-8.04,2.52,2.51"
"65.20,-6.78,-7.12,2.53,2.50"
"65.41,-12.75,-9.53,2.53,2.51"
"65.61,-11.45,-8.47,2.52,2.51"
"65.82,-7.36,-11.71,2.53,2.51"
"66.03,-9.80,-8.30,2.51,2.50"
"66.24,-9.84,-9.55,2.54,2.50"
"66.45,-8.08,-8.27,2.53,2.51"
"66.66,-6.18,-10.85,2.52,2.50"
"66.86,-10.18,-9.44,2.53,2.51"
"67.07,-9.46,-10.75,2.53,2.51"
"67.28,-12.99,-9.51,2.53,2.51"
"67.49,-9.37,-13.53,2.52,2.51"
"67.70,-12.54,-10.57,2.52,2.51"
"67.91,-8.97,-6.10,2.51,2.50"
"68.11,-9.75,-10.62,2.52,2.50"
"68.32,-8.72,-8.82,2.54,2.51"
"68.53,-8.90,-10.38,2.52,2.50"
"68.74,-6.54,-12.57,2.53,2.51"
"68.95,-11.96,-7.86,2.53,2.51"
"69.16,-12.39,-7.53,2.53,2.52"
"69.36,-10.01,-10.97,2.55,2.51"
"69.57,-14.38,-9.91,2.54,2.50"
"69.78,-10.42,-6.93,2.53,2.50"
"69.99,-12.80,-7.28,2.53,2.50"
"70.20,-11.22,-9.49,2.52,2.51"
"70.41,-9.80,-9.34,2.52,2.51"
"70.62,-9.15,-11.78,2.53,2.50"
"70.82,-10.37,-5.31,2.52,2.51"
"71.03,-5.48,-9.84,2.52,2.51"
"71.24,-10.84,-8.06,2.53,2.51"
"71.45,-11.40,-10.89,2.53,2.51"
"71.66,-9.98,-11.71,2.52,2.51"
"71.86,-7.22,-11.18,2.53,2.51"
"72.07,-13.46,-9.18,2.52,2.52"
"72.28,-7.07,-8.10,2.52,2.51"
"72.49,-8.59,-3.98,2.52,2.51"
"72.70,-11.29,-11.16,2.54,2.51"
"72.91,-7.73,-10.18,2.53,2.51"
"73.11,-12.97,-10.56,2.53,2.51"
"73.32,-8.81,-11.23,2.52,2.51"
"73.53,-9.52,-8.46,2.53,2.51"
"73.74,-8.82,-10.04,2.53,2.51"
"73.95,-7.98,-8.00,2.53,2.50"
"74.16,-7.75,-7.38,2.52,2.50"
"74.36,-9.34,-9.78,2.52,2.50"
"74.57,-6.25,-9.94,2.52,2.50"
"74.78,-10.64,-10.48,2.51,2.50"
"74.99,-6.97,-10.00,2.52,2.51"
"75.20,-11.30,-6.36,2.51,2.51"
"75.41,-10.04,-15.80,2.52,2.49"
"75.62,-9.45,-11.62,2.52,2.50"
"75.82,-14.52,-14.02,2.52,2.52"
"76.03,-7.70,-9.80,2.52,2.51"
"76.24,-6.35,-10.04,2.51,2.51"
"76.45,-3.97,-4.68,2.53,2.51"
"76.66,-9.99,-10.16,2.54,2.50"
"76.86,-10.44,-11.58,2.52,2.50"
"77.07,-7.19,-10.18,2.51,2.50"
"77.28,-12.15,-10.64,2.51,2.50"
"77.49,-7.38,-4.11,2.53,2.50"
"77.70,-10.77,-6.70,2.52,2.50"
"77.91,-9.79,-9.20,2.52,2.50"
"78.11,-8.76,-9.15,2.52,2.50"
"78.32,-9.67,-10.37,2.52,2.51"
"78.53,-14.11,-7.75,2.52,2.50"
"78.74,-10.52,-11.03,2.52,2.51"
"78.95,-11.86,-10.98,2.52,2.51"
"79.16,-12.16,-10.47,2.52,2.51"
"79.37,-11.29,-11.59,2.52,2.51"
"79.57,-15.31,-12.73,2.51,2.50"
"79.78,-8.71,-8.86,2.54,2.51"
"79.99,-7.79,-8.46,2.53,2.51"
"80.20,-6.52,-12.07,2.52,2.50"
"80.41,-8.33,-10.63,2.53,2.50"
"80.62,-4.37,-7.47,2.52,2.50"
"80.82,-10.45,-8.66,2.53,2.51"
"81.03,-9.79,-7.52,2.53,2.51"
"81.24,-13.49,-14.50,2.53,2.52"
"81.45,-10.99,-9.57,2.51,2.50"
"81.66,-10.05,-9.53,2.53,2.50"
"81.86,-8.11,-10.70,2.54,2.51"
"82.07,-9.66,-10.68,2.51,2.50"
"82.28,-17.39,-12.27,2.52,2.50"
"82.49,-10.89,-8.43,2.53,2.50"
"82.70,-7.70,-13.46,2.52,2.52"
"82.91,-12.84,-12.28,2.52,2.51"
"83.12,-11.63,-7.30,2.52,2.50"
"83.32,-12.23,-12.41,2.52,2.51"
"83.53,-6.87,-12.67,2.53,2.51"
"83.74,-9.77,-13.72,2.51,2.51"
"83.95,-12.85,-7.74,2.54,2.51"
"84.16,-10.35,-7.64,2.53,2.51"
"84.37,-9.38,-11.67,2.51,2.49"
"84.57,-8.07,-10.08,2.52,2.51"
"84.78,-9.04,-7.33,2.52,2.50"
"84.99,-7.95,-8.28,2.52,2.50"
"85.20,-9.09,-11.51,2.54,2.53"
"85.41,-9.45,-11.32,2.52,2.50"
"85.62,-9.70,-8.17,2.52,2.50"
"85.82,-10.51,-12.73,2.51,2.50"
"86.03,-5.99,-9.36,2.51,2.50"
"86.24,-6.42,-6.26,2.53,2.52"
"86.45,-12.02,-7.73,2.53,2.51"
"86.66,-9.75,-10.16,2.53,2.51"
"86.86,-8.60,-9.64,2.52,2.50"
"87.07,-8.38,-10.93,2.51,2.51"
"87.28,-7.45,-8.83,2.51,2.50"
"87.49,-11.67,-9.31,2.51,2.50"
"87.70,-10.08,-13.71,2.53,2.50"
"87.91,-7.70,-9.79,2.53,2.50"
"88.12,-12.07,-11.31,2.53,2.51"
"88.32,-9.93,-12.65,2.52,2.51"
"88.53,-9.76,-7.55,2.53,2.52"
"88.74,-14.35,-8.44,2.52,2.51"
"88.95,-3.83,-5.34,2.53,2.51"
"89.16,-9.99,-7.90,2.53,2.51"
"89.37,-5.53,-9.00,2.53,2.50"
"89.57,-11.21,-14.51,2.52,2.51"
"89.78,-7.94,-6.37,2.53,2.49"
"89.99,-10.05,-7.63,2.51,2.50"
"90.20,-6.62,-5.85,2.54,2.53"
"90.41,-6.99,-9.07,2.51,2.50"
"90.61,-10.92,-13.23,2.53,2.51"
"90.82,-10.72,-7.03,2.52,2.51"
"91.03,-14.42,-15.99,2.52,2.51"
"91.24,-12.87,-14.70,2.54,2.51"
"91.45,-10.33,-13.46,2.53,2.50"
"91.66,-8.49,-13.79,2.54,2.52"
"91.87,-6.98,-5.00,2.51,2.50"
"92.07,-7.92,-7.47,2.53,2.50"
"92.28,-12.95,-9.12,2.53,2.50"
"92.49,-6.59,-20.08,2.52,2.51"
"92.70,-9.95,-8.41,2.53,2.51"
"92.91,-10.84,-10.11,2.52,2.50"
"93.12,-10.73,-14.40,2.53,2.50"
"93.32,-5.91,-10.52,2.53,2.51"
"93.53,-8.18,-8.00,2.53,2.50"
"93.74,-7.04,-5.14,2.53,2.50"
"93.95,-8.39,-6.52,2.53,2.51"
"94.16,-14.11,-14.84,2.52,2.50"
"94.37,-9.89,-11.22,2.53,2.52"
"94.57,-15.47,-14.25,2.52,2.51"
"94.78,-9.48,-7.71,2.52,2.50"
"94.99,-12.74,-12.58,2.51,2.52"
"95.20,-5.13,-10.06,2.51,2.52"
"95.41,-11.98,-11.12,2.52,2.50"
"95.62,-12.83,-11.35,2.53,2.50"
"95.82,-11.10,-13.67,2.52,2.52"
"96.03,-10.64,-7.57,2.52,2.50"
"96.24,-8.85,-8.66,2.52,2.50"
"96.45,-13.44,-14.41,2.54,2.51"
"96.66,-17.36,-17.32,2.53,2.51"
"96.87,-13.40,-12.92,2.52,2.51"
"97.07,-9.70,-7.74,2.53,2.50"
"97.28,-12.57,-8.73,2.52,2.50"
"97.49,-7.96,-7.58,2.52,2.51"
"97.70,-10.00,-4.92,2.51,2.49"
"97.91,-13.37,-11.15,2.53,2.50"
"98.12,-8.11,-11.33,2.52,2.51"
"98.32,-11.25,-9.45,2.53,2.52"
"98.53,-8.96,-8.27,2.51,2.50"
"98.74,-13.44,-15.45,2.52,2.50"
"98.95,-8.94,-11.39,2.55,2.51"
"99.16,-13.05,-14.27,2.52,2.51"
"99.37,-12.76,-7.07,2.52,2.51"
"99.57,-7.97,-9.96,2.51,2.51"
"99.78,-11.79,-8.71,2.51,2.50"
"99.99,-2.32,-3.31,2.51,2.51"
"100.20,-7.17,-15.65,2.52,2.52"
"100.41,-11.05,-11.41,2.51,2.51"
"100.62,-11.24,-9.42,2.53,2.51"
"100.82,-8.43,-9.46,2.51,2.50"
"101.03,-11.01,-9.22,2.52,2.50"
"101.24,-8.04,-10.13,2.52,2.51"
"101.45,-6.04,-6.13,2.53,2.52"
"101.66,-7.23,-10.94,2.51,2.52"
"101.87,-12.32,-11.75,2.52,2.50"
"102.07,-7.66,-9.87,2.53,2.51"
"102.28,-8.54,-10.12,2.53,2.50"
"102.49,-8.43,-8.94,2.52,2.50"
"102.70,-9.04,-11.48,2.53,2.51"
"102.91,-9.20,-12.83,2.52,2.50"
"103.12,-14.28,-10.96,2.52,2.49"
"103.32,-11.94,-12.39,2.52,2.51"
"103.53,-11.06,-10.49,2.53,2.51"
"103.74,-12.57,-12.01,2.54,2.52"
"103.95,-10.90,-6.31,2.51,2.49"
"104.16,-8.53,-8.81,2.52,2.50"
"104.37,-8.08,-4.11,2.53,2.52"
"104.58,-8.53,-14.48,2.53,2.51"
"104.78,-9.44,-14.04,2.52,2.50"
"104.99,-9.85,-6.72,2.51,2.52"
"105.20,-11.40,-10.52,2.50,2.51"
"105.41,-10.56,-12.92,2.53,2.51"
"105.62,-5.65,-9.38,2.52,2.52"
"105.83,-7.38,-12.04,2.52,2.52"
"106.04,-12.38,-16.91,2.52,2.51"
"106.24,-7.77,-2.44,2.52,2.51"
"106.45,-7.35,-5.94,2.52,2.51"
"106.66,-9.79,-9.56,2.52,2.50"
"106.87,-9.96,-6.86,2.53,2.50"
"107.08,-9.26,-8.74,2.55,2.51"
"107.29,-9.26,-9.73,2.53,2.51"
"107.49,-9.39,-12.03,2.52,2.50"
"107.70,-8.66,-6.79,2.54,2.52"
"107.91,-9.70,-10.30,2.52,2.50"
"108.12,-4.87,-8.64,2.52,2.51"
"108.33,-8.40,-5.13,2.53,2.51"
"108.53,-10.76,-14.59,2.52,2.51"
"108.74,-11.31,-11.31,2.52,2.50"
"108.95,-17.82,-14.41,2.52,2.51"
"109.16,-8.02,-6.87,2.51,2.50"
"109.37,-11.47,-11.51,2.52,2.51"
"109.58,-3.04,-4.79,2.50,2.50"
"109.79,-8.56,-9.47,2.51,2.51"
"109.99,-6.84,-9.34,2.52,2.51"
"110.20,-10.35,-10.79,2.53,2.52"
"110.41,-7.35,-4.30,2.54,2.51"
"110.62,-9.79,-9.54,2.53,2.50"
"110.83,-9.42,-11.95,2.51,2.50"
"111.04,-12.19,-9.07,2.54,2.50"
"111.24,-13.06,-13.40,2.52,2.50"
"111.45,-7.82,-7.76,2.52,2.51"
"111.66,-14.45,-11.59,2.53,2.50"
"111.87,-16.73,-16.81,2.52,2.51"
"112.08,-8.26,-4.58,2.51,2.51"
"112.29,-11.51,-12.83,2.52,2.50"
"112.49,-8.49,-8.36,2.53,2.51"
"112.70,-10.62,-6.57,2.54,2.51"
"112.91,-11.55,-10.96,2.52,2.50"
"113.12,-10.86,-7.41,2.51,2.51"
"113.33,-10.13,-5.66,2.54,2.52"
"113.54,-10.60,-16.86,2.51,2.51"
"113.74,-9.23,-9.89,2.52,2.50"
"113.95,-9.79,-8.84,2.53,2.52"
"114.16,-11.11,-11.42,2.52,2.51"
"114.37,-5.35,-13.07,2.52,2.51"
"114.58,-10.20,-9.66,2.52,2.50"
"114.79,-9.82,-9.43,2.53,2.51"
"115.00,-6.53,-7.12,2.52,2.52"
