Time,X,Y,Z,Sound
22677,6.20,-3.12,-2.09,2.54
22707,9.17,-4.58,-3.32,2.53
22737,12.51,-3.85,1.12,2.56
22767,12.73,-1.08,1.66,2.54
22798,10.86,-3.40,0.52,2.53
22828,10.64,0.65,0.81,2.54
22857,7.46,0.74,-0.56,2.54
22886,13.48,-1.38,0.95,2.54
22917,9.99,1.73,-0.31,2.55
22945,14.19,-1.85,4.02,2.53
22975,6.38,0.86,-3.17,2.54
23005,6.91,-0.81,-4.78,2.53
23034,6.67,0.80,-2.86,2.54
23064,6.83,-1.34,-7.47,2.52
23094,8.96,-2.91,-5.67,2.55
23124,8.10,-8.11,-4.73,2.54
23154,6.40,-5.71,-6.31,2.55
23185,8.60,-1.28,-2.93,2.54
23215,8.73,-2.74,-4.60,2.55
23244,11.50,-2.45,1.65,2.55
23275,15.52,-1.50,2.64,2.52
23305,8.94,-0.77,-3.45,2.55
23335,5.17,-1.14,-6.30,2.54
23365,7.54,-1.23,-3.63,2.54
23396,10.39,-1.38,-1.10,2.54
23427,10.27,-0.28,-0.96,2.53
23458,6.96,1.35,-6.11,2.54
23487,7.92,-3.03,-2.99,2.54
23518,8.84,-3.52,-1.94,2.54
23547,7.27,0.47,-2.42,2.53
23576,7.89,-2.44,-4.07,2.54
23607,10.47,-5.11,-4.66,2.54
23638,12.83,-4.35,-0.53,2.54
23669,9.22,-3.77,-6.27,2.55
23699,4.41,-2.22,-5.79,2.54
23730,10.25,-1.98,-2.52,2.53
23760,10.99,-3.11,-3.49,2.53
23792,10.29,-0.63,-1.96,2.55
23823,14.68,-3.70,-2.09,2.53
23855,12.35,-0.29,-2.77,2.57
23885,14.08,-1.00,-2.37,2.53
23917,12.05,1.50,3.85,2.55
23946,11.01,-2.92,-0.62,2.52
23976,7.86,0.34,-0.19,2.53
24006,8.40,-4.07,0.56,2.54
24035,8.15,-3.47,3.13,2.54
24065,12.48,-1.29,4.73,2.55
24094,8.93,0.50,-1.29,2.53
24124,10.49,0.56,0.28,2.54
24153,12.83,-6.05,-3.71,2.57
24184,6.31,-4.06,-5.91,2.54
24214,8.43,-2.99,-2.35,2.54
24245,11.88,-5.58,-1.75,2.54
24275,6.78,-0.39,-3.38,2.54
24305,9.66,-2.97,-3.58,2.54
24336,4.57,-0.68,-0.75,2.53
24366,9.38,-0.36,-4.04,2.53
24396,9.61,-3.08,-0.62,2.53
24426,13.52,-1.00,-0.97,2.52
24458,6.24,-2.73,1.31,2.55
24486,8.76,-3.89,-4.41,2.53
24517,7.67,0.90,-1.28,2.53
24546,10.84,-1.54,2.87,2.54
24576,14.06,-3.01,-2.84,2.52
24607,13.20,0.07,3.28,2.55
24636,11.81,-2.37,-2.79,2.54
24668,11.31,-1.92,-0.20,2.53
24698,4.45,-1.40,-0.52,2.55
24729,12.18,-4.75,-2.17,2.53
24760,6.73,-6.64,-3.65,2.52
24791,8.03,-3.24,-9.21,2.54
24820,10.52,-2.14,-5.37,2.55
24852,8.62,-0.17,-4.24,2.55
24882,7.81,-2.80,-4.25,2.55
24912,10.64,-1.47,-5.00,2.53
24943,11.97,-3.70,-2.25,2.54
24974,12.26,-1.88,2.50,2.55
25005,15.16,-1.34,7.19,2.53
25034,7.58,-6.14,-6.55,2.54
25065,4.08,-4.29,-5.51,2.54
25095,10.54,1.73,2.06,2.55
25124,16.13,-3.52,-2.39,2.55
25155,9.50,2.80,-0.52,2.53
25185,12.07,-5.70,-2.26,2.54
25216,7.81,-1.04,1.61,2.54
25245,13.50,1.39,4.58,2.55
25274,8.92,-0.98,-5.43,2.54
25304,11.71,-0.18,-5.33,2.54
25335,11.03,-3.69,-1.09,2.53
25366,12.80,-1.46,-0.09,2.56
25398,8.03,-0.28,-4.69,2.53
25427,11.84,1.48,-1.98,2.53
25458,12.32,-5.20,2.24,2.53
25488,10.77,-3.62,-1.21,2.55
25520,6.68,-1.52,-5.78,2.54
25549,3.42,-2.73,-5.39,2.55
25580,9.28,-3.84,-1.54,2.54
25610,9.72,0.73,1.23,2.53
25637,9.07,-3.26,-1.27,2.53
25668,9.95,-1.45,-5.09,2.53
25698,8.81,1.52,-2.00,2.54
25728,6.68,-0.96,-2.43,2.55
25757,8.69,0.22,0.38,2.55
25786,9.26,-4.29,-6.48,2.54
25816,8.18,3.05,1.70,2.53
25844,8.39,-0.85,-2.49,2.53
25874,10.29,-6.45,-4.23,2.53
25905,10.50,-1.84,-1.78,2.53
25936,9.10,-2.32,-0.06,2.54
25966,6.29,0.17,-2.18,2.54
25996,6.41,0.24,1.59,2.54
26023,11.91,-4.87,-7.97,2.54
26055,14.17,-4.26,-0.29,2.54
26086,10.14,-5.27,-1.69,2.54
26118,13.77,-1.10,1.91,2.53
26147,16.48,-2.43,1.87,2.55
26178,13.73,-6.25,0.63,2.54
26208,11.55,-2.23,1.24,2.53
26237,12.19,-2.47,-0.19,2.54
26269,6.18,-0.56,-3.62,2.54
26299,6.19,0.60,-4.46,2.54
26329,11.35,-0.28,-0.37,2.53
26359,11.37,-5.44,-0.17,2.54
26391,11.15,0.29,-1.53,2.54
26421,1.98,0.02,-9.06,2.53
26450,6.18,-2.40,-6.93,2.54
26480,6.90,-5.61,-7.25,2.54
26511,11.72,-1.41,0.56,2.54
26541,10.02,-2.91,-3.45,2.54
26571,11.98,-4.19,0.51,2.55
26602,12.15,1.69,0.07,2.55
26631,11.77,-0.92,2.32,2.52
26661,16.94,-5.14,-2.69,2.55
26692,16.29,-1.56,-0.30,2.54
26724,10.76,-1.01,-5.57,2.55
26755,11.91,0.91,0.23,2.54
26784,10.57,-1.64,-0.55,2.54
26815,8.94,-1.79,-7.12,2.54
26846,10.46,1.77,0.88,2.54
26874,7.08,-0.99,-3.35,2.53
26904,10.80,-0.68,1.09,2.53
26935,9.25,0.07,-2.20,2.53
26963,8.49,-2.87,-3.75,2.53
26994,7.98,0.16,-5.71,2.57
27023,7.35,-3.85,-4.91,2.54
27054,8.04,-6.95,-8.07,2.54
27083,6.14,-2.82,-3.99,2.54
27114,7.90,-8.04,-2.94,2.55
27144,13.84,-7.70,-1.15,2.55
27175,5.66,-0.54,-3.16,2.53
27205,6.89,-2.15,1.24,2.54
27234,10.58,-5.56,-1.48,2.52
27266,6.69,-6.10,-4.11,2.55
27295,6.47,-0.13,-2.24,2.54
27326,11.60,0.58,-0.82,2.55
27356,8.08,-0.30,-4.00,2.54
27386,9.67,4.06,0.31,2.54
27414,9.15,0.18,-1.98,2.56
27444,6.42,0.27,-0.54,2.54
27472,11.03,-3.54,1.84,2.54
27502,10.32,-0.40,2.60,2.53
27533,9.98,1.40,-0.35,2.54
27561,9.30,-1.19,0.15,2.54
27591,13.22,-3.00,-3.59,2.54
27622,10.88,-4.36,-3.06,2.53
27654,10.71,-4.97,-1.79,2.53
27684,9.53,-0.25,0.40,2.55
27714,15.78,1.88,0.29,2.53
27743,8.43,5.07,-1.05,2.54
27772,12.03,-4.94,-2.27,2.54
27803,3.35,-2.75,-4.74,2.53
27833,10.52,-1.37,-0.15,2.53
27865,13.78,-0.06,-3.43,2.54
27895,6.88,0.37,-0.97,2.54
27925,8.04,-5.31,-3.83,2.53
27955,8.62,-2.07,-5.06,2.54
27985,8.09,-4.02,-6.79,2.53
28015,5.95,3.58,1.26,2.53
28044,11.46,-0.48,-4.65,2.54
28075,10.80,-7.60,-3.24,2.54
28106,15.73,0.73,1.05,2.55
28135,11.04,1.41,-6.14,2.54
28165,12.05,2.45,0.71,2.56
28194,12.54,4.22,3.47,2.54
28223,11.52,1.52,-1.70,2.53
28254,17.02,-0.10,2.18,2.52
28283,15.98,-4.69,-0.70,2.53
28315,2.85,1.43,-6.90,2.54
28344,9.36,-2.56,-3.30,2.55
28375,4.88,2.10,3.86,2.54
28402,6.94,-1.03,-1.35,2.53
28432,3.00,0.58,-2.02,2.55
28462,7.71,-0.34,0.59,2.53
28490,5.23,3.22,2.63,2.54
28519,10.54,-2.20,-2.93,2.52
28550,8.74,0.77,1.65,2.53
28578,11.80,-2.69,-2.62,2.55
28609,4.46,-2.44,0.54,2.55
28639,10.74,-7.48,-1.56,2.55
28669,9.98,-3.17,-0.28,2.54
28699,14.62,-3.53,1.48,2.55
28730,4.84,-3.93,-4.35,2.54
28760,8.44,-1.47,0.85,2.54
28789,10.94,0.77,-2.51,2.54
28819,9.63,-5.86,-4.36,2.54
28850,6.05,-3.63,-1.26,2.54
28879,8.61,-1.55,-1.56,2.55
28910,8.39,-6.50,-4.57,2.54
28940,13.68,-6.79,-2.08,2.55
28972,8.93,-1.16,-5.77,2.54
29001,7.43,-3.98,-5.94,2.54
29031,5.81,-3.00,-1.49,2.54
29062,4.52,0.62,-4.52,2.54
29090,6.05,-2.64,-3.53,2.54
29121,9.17,-0.03,-0.32,2.54
29151,11.17,-2.18,-1.88,2.54
29182,10.02,-2.61,-0.86,2.53
29213,10.66,0.93,-2.70,2.54
29244,10.35,-1.41,-2.73,2.55
29275,12.22,-3.40,-1.38,2.55
29306,8.67,-2.61,-4.11,2.55
29336,12.11,-0.07,0.65,2.58
29366,10.15,-0.91,-0.89,2.53
29398,10.62,-2.45,-1.91,2.54
29428,8.74,-2.77,-0.25,2.55
29459,6.52,2.39,-2.73,2.55
29488,6.74,-2.12,-3.25,2.54
29518,7.85,-0.41,-3.68,2.54
29548,10.71,-2.06,-0.23,2.56
29580,7.42,-0.81,-3.06,2.55
29609,9.02,-0.08,-3.69,2.53
29640,8.68,-0.77,1.91,2.53
29669,7.90,0.39,-4.47,2.53
29698,10.96,-4.37,-8.85,2.55
29729,14.54,-1.24,0.48,2.54
29759,12.38,-4.46,-5.04,2.54
29791,13.80,-3.38,1.08,2.54
29820,13.06,-0.86,0.75,2.53
29851,9.48,-0.85,2.02,2.55
29880,11.06,-3.85,-3.49,2.54
29912,9.97,-4.99,-5.78,2.54
29941,9.48,-4.81,-2.88,2.54
29972,13.49,1.63,2.77,2.55
30001,14.17,3.44,5.52,2.54
30029,16.68,-1.91,3.00,2.53
30060,13.79,1.08,3.60,2.54
30089,11.72,2.98,4.75,2.55
30118,4.89,-3.23,-3.69,2.53
30148,7.92,0.61,-2.26,2.55
30178,12.24,1.02,3.74,2.54
30206,9.76,-2.01,-1.78,2.54
30237,6.61,-2.89,-3.74,2.54
30267,9.11,1.58,2.12,2.55
30295,13.03,0.15,-0.63,2.54
30325,10.68,-4.82,-1.84,2.54
30356,7.07,1.06,-1.47,2.54
30386,13.30,-3.28,-3.04,2.54
30416,7.34,2.63,-3.08,2.53
30446,7.36,-3.17,1.06,2.54
30475,7.67,2.93,-3.00,2.53
30504,5.52,-2.15,-1.85,2.53
30534,9.68,-2.64,-4.81,2.55
30564,8.27,-0.46,2.19,2.53
30594,11.18,-1.49,-2.31,2.54
30624,10.58,-0.22,-2.13,2.54
30656,10.16,-3.69,0.02,2.53
30686,9.50,0.16,-1.60,2.54
30715,6.96,-3.34,-6.90,2.54
30745,7.13,-3.11,-3.16,2.54
30776,12.89,1.12,2.17,2.54
30804,11.92,-0.23,4.45,2.54
30835,8.76,-4.21,0.72,2.55
30864,11.31,-1.23,5.43,2.55
30894,6.75,-3.99,-5.85,2.54
30924,6.90,-0.24,1.78,2.54
30953,9.98,-0.66,-0.82,2.55
30984,3.93,-4.44,-5.80,2.54
31013,6.72,0.93,-4.48,2.54
31043,8.66,-2.33,-3.44,2.53
31073,10.61,-6.00,-7.23,2.54
31105,13.72,-4.47,-2.62,2.53
31135,11.78,-2.09,-3.76,2.53
31167,8.11,0.04,-4.09,2.53
31196,6.02,-1.96,-2.39,2.55
31225,7.02,-1.20,-3.08,2.54
31256,8.27,-0.91,-8.60,2.56
31286,8.33,-2.52,-2.27,2.54
31316,12.48,-3.29,3.79,2.53
31346,9.49,-1.01,0.55,2.53
31376,11.27,-1.75,-6.23,2.52
31407,13.29,-6.04,0.54,2.55
31437,10.82,-5.23,-0.92,2.55
31468,6.76,5.54,-0.94,2.53
31497,9.71,-0.77,-4.58,2.53
31527,12.16,2.64,-2.70,2.54
31557,14.02,-2.84,3.40,2.54
31588,16.46,-5.26,1.61,2.55
31618,10.98,-0.09,-0.06,2.52
31649,10.84,-1.27,-1.99,2.55
31680,10.26,0.83,3.54,2.54
31710,8.46,1.38,-1.26,2.54
31738,13.30,-5.35,-2.07,2.53
31770,5.43,-0.87,-3.83,2.54
31800,6.88,1.89,-0.40,2.55
31828,6.64,-5.51,-10.03,2.53
31860,10.46,-2.15,-2.06,2.53
31891,4.54,-2.78,-9.12,2.54
31922,1.74,0.72,-3.88,2.55
31950,7.68,-0.73,-1.87,2.57
31981,11.47,-4.27,-1.28,2.54
32012,4.26,-2.49,-5.42,2.54
32043,7.18,-0.67,-1.73,2.54
32072,16.08,-2.92,2.52,2.54
32103,12.89,-2.66,3.79,2.55
32133,11.15,-2.36,-2.39,2.54
32163,5.77,0.44,-3.26,2.55
32193,9.69,-2.38,0.12,2.55
32222,12.07,-1.36,-1.05,2.54
32253,9.59,-0.07,-2.35,2.53
32283,8.83,2.79,0.70,2.54
32312,8.48,-1.12,-3.08,2.54
32342,9.86,1.60,-0.00,2.54
32371,8.19,-1.32,-0.26,2.55
32401,8.94,-1.29,0.72,2.54
32431,10.11,-4.00,-4.56,2.55
32461,11.79,-2.25,-1.81,2.54
32492,10.93,-4.54,-4.27,2.55
32524,8.63,-0.02,-2.22,2.54
32553,9.55,-1.73,-5.00,2.55
32584,9.88,-0.51,0.09,2.54
32613,12.84,-6.83,-6.93,2.54
32645,8.51,-3.33,-3.41,2.54
32674,7.50,-4.68,-3.29,2.53
32705,10.09,-1.96,1.95,2.54
32735,10.73,-0.25,-1.66,2.54
32766,9.66,-1.19,-0.48,2.54
32796,7.59,-2.64,-4.01,2.54
32826,7.13,2.07,-0.74,2.55
32856,7.76,-0.96,-0.67,2.53
32885,6.17,-4.92,-6.24,2.54
32916,11.94,1.28,-3.22,2.54
32946,7.33,1.47,-1.33,2.54
32975,9.43,-0.60,-3.23,2.54
33005,7.98,0.01,-5.32,2.55
33035,12.01,-3.01,-0.41,2.54
33065,11.77,-5.37,-8.28,2.55
33097,12.54,0.15,0.29,2.53
33126,7.46,-4.34,-2.89,2.52
33156,10.61,1.41,2.05,2.54
33185,7.26,-0.74,-1.29,2.54
33215,11.43,-2.26,-4.44,2.53
33247,12.16,-1.50,-2.23,2.53
33277,10.56,0.20,-1.50,2.55
33308,4.72,1.56,-4.36,2.54
33337,9.60,-1.53,-2.85,2.55
33368,9.74,-0.31,-2.20,2.55
33397,9.46,-4.18,-2.73,2.53
33427,10.78,-4.57,-5.08,2.54
33459,12.96,-3.03,2.61,2.54
33488,10.14,0.86,1.25,2.55
33518,13.63,0.62,3.14,2.53
33547,15.94,0.54,7.05,2.54
33576,16.11,-1.05,1.38,2.54
33606,11.88,0.40,1.29,2.55
33636,9.94,-3.34,-0.73,2.53
33666,7.01,-3.11,-3.21,2.54
33696,5.03,-2.99,-6.17,2.56
33726,9.00,-1.66,-3.30,2.54
33756,10.77,2.81,2.35,2.53
33785,10.95,-3.53,-0.23,2.53
33816,7.89,-3.43,-4.71,2.54
33847,12.34,-2.73,-0.94,2.55
33878,9.84,-1.14,-2.77,2.56
33908,9.42,-2.12,-4.59,2.55
33938,7.79,0.91,-0.58,2.55
33968,6.72,-2.29,-3.34,2.54
33997,9.45,-1.81,-3.57,2.53
34027,8.91,-2.10,-1.93,2.54
34058,9.48,-3.72,-3.84,2.54
34087,10.01,-2.89,-2.75,2.55
34119,9.74,-4.36,-5.71,2.55
34149,7.11,-1.09,-5.06,2.55
34180,10.21,-1.48,-3.47,2.54
34210,14.58,-1.82,-0.70,2.53
34242,9.41,-0.75,0.50,2.54
34271,7.08,3.45,-2.86,2.54
34300,10.37,-1.76,-1.75,2.52
34331,10.24,0.37,-0.35,2.56
34362,7.02,-1.52,-2.83,2.54
34392,4.27,-2.42,-5.59,2.55
34421,12.48,-2.58,-5.92,2.52
34453,9.01,-2.96,0.54,2.54
34482,10.83,0.42,-1.60,2.54
34512,8.23,-2.23,-2.47,2.54
34542,7.63,-5.08,-3.48,2.53
34573,15.02,-1.91,3.18,2.54
34603,11.34,-0.32,0.73,2.54
34633,7.88,-6.38,-8.64,2.54
34663,3.66,-2.19,-5.77,2.53
34693,3.22,0.03,-8.25,2.54
34722,6.44,-0.46,-3.87,2.54
34752,10.89,-1.25,-3.62,2.54
34784,6.48,0.52,-2.04,2.55
34812,9.16,-1.47,-0.33,2.55
34843,4.75,1.37,-1.56,2.54
34872,10.46,-1.80,0.62,2.55
34903,9.37,-1.05,-2.37,2.55
34932,11.42,2.66,1.56,2.54
34962,13.57,-2.93,0.74,2.54
34992,10.83,-1.54,0.13,2.54
35021,13.27,-4.76,1.39,2.53
35052,10.72,-5.94,-0.58,2.54
35083,10.81,-0.69,0.20,2.54
35113,11.67,0.79,1.59,2.54
35142,7.56,-3.72,-3.47,2.53
35173,9.90,-0.93,-0.04,2.53
35203,8.37,-3.39,-1.43,2.55
35233,7.27,-2.77,-2.78,2.53
35263,7.20,-3.58,1.07,2.53
35292,6.98,0.85,-5.29,2.55
35321,8.42,-0.45,-1.80,2.53
35351,7.96,-1.02,2.53,2.54
35381,7.76,0.98,0.08,2.54
35408,10.61,-0.81,-1.82,2.55
35440,7.35,0.23,-1.44,2.55
35469,8.03,-1.55,-3.58,2.54
35500,11.11,-1.34,-1.89,2.54
35530,7.95,-2.77,-6.26,2.54
35561,5.36,-1.28,-7.16,2.54
35591,7.47,0.15,-3.13,2.54
35619,11.43,-0.52,-0.75,2.52
35651,9.50,-4.52,-4.77,2.53
35681,7.59,-1.00,-0.33,2.55
35712,8.85,-1.23,-3.10,2.53
35741,8.60,-3.62,-3.25,2.54
35772,10.35,-4.06,-1.01,2.54
35803,7.51,1.74,-0.87,2.55
35832,10.46,-2.55,0.43,2.54
35862,13.06,-3.51,-0.54,2.54
35894,7.45,-4.55,-1.83,2.55
35923,6.32,-1.82,0.31,2.56
35952,10.33,-4.87,-0.69,2.54
35984,10.34,-1.76,-0.60,2.55
36015,9.07,-1.81,-1.20,2.54
36045,9.76,-1.20,-2.45,2.53
36075,12.27,2.01,0.01,2.54
36105,10.32,0.54,0.87,2.55
36133,13.95,-3.00,-2.51,2.54
36165,12.90,-1.40,-0.84,2.55
36196,11.22,0.36,-2.33,2.54
36227,14.66,-2.12,1.68,2.54
36256,9.72,0.98,-2.69,2.54
36285,10.13,0.48,-0.26,2.54
36316,12.05,0.19,-2.10,2.54
36345,7.89,0.69,-3.78,2.55
36375,5.69,-3.19,-1.02,2.55
36405,6.87,2.04,-0.93,2.53
36434,7.46,-4.20,-1.06,2.53
36464,10.31,-3.11,-3.48,2.55
36496,9.55,0.95,-3.28,2.54
36525,11.25,-3.95,-1.02,2.55
36555,8.59,-0.78,-1.98,2.54
36586,9.61,-1.36,-2.91,2.55
36616,11.12,-3.15,-2.49,2.54
36647,6.37,-0.74,-3.68,2.54
36677,9.73,-2.14,-2.55,2.54
36708,5.91,-0.44,-6.03,2.53
36738,11.48,-4.54,-4.94,2.55
36769,11.50,-2.07,-3.11,2.53
36800,14.04,-3.00,0.66,2.54
36831,9.24,-4.27,-2.66,2.53
36860,11.51,-1.28,0.88,2.55
36891,9.48,-0.93,0.24,2.54
36920,13.64,-0.98,3.10,2.54
36950,12.26,-4.14,0.89,2.54
36980,9.04,-7.00,-3.32,2.54
37010,13.16,4.90,1.73,2.53
37040,13.08,0.67,2.52,2.54
37068,17.48,-4.61,5.02,2.54
37099,4.43,-1.27,-6.43,2.53
37129,8.07,0.04,-3.42,2.54
37158,9.56,-1.71,-4.27,2.55
37188,8.29,-2.32,-1.08,2.53
37218,8.44,-1.40,-2.78,2.54
37249,7.92,1.28,-2.61,2.54
37277,7.59,-2.28,-0.18,2.54
37308,8.14,-4.59,-7.51,2.54
37338,6.63,-0.57,-3.62,2.54
37368,10.33,-2.51,0.10,2.54
37398,17.54,-1.23,2.74,2.54
37429,11.34,2.17,-1.03,2.53
37458,7.65,-0.14,-2.09,2.54
37488,8.69,-2.81,-3.45,2.54
37519,9.88,-1.70,0.17,2.53
37548,8.83,-0.06,-2.26,2.54
37578,8.42,-2.33,-3.62,2.54
37608,7.29,1.36,-4.62,2.54
37638,8.96,-0.72,-2.90,2.52
37667,7.02,0.11,-0.55,2.55
37697,9.65,-3.25,-3.70,2.53
37727,11.05,-0.81,-0.28,2.55
37758,7.98,-0.77,-4.05,2.54
37788,8.17,-0.88,-2.96,2.54
37818,10.36,-1.91,-3.23,2.54
37850,10.20,-2.48,-2.15,2.54
37880,6.10,-2.94,-4.30,2.55
37911,10.45,-3.09,-2.75,2.53
37942,5.97,-2.81,-7.50,2.55
37972,6.98,-1.14,-7.46,2.55
38002,11.38,0.84,-2.76,2.54
38033,8.50,-4.26,-3.93,2.54
38063,8.04,-0.26,-1.19,2.53
38093,9.50,-2.77,-1.96,2.54
38123,10.49,-1.08,-2.54,2.53
38154,9.38,-1.36,-0.58,2.54
38184,6.65,-0.28,-4.76,2.54
38214,7.22,-1.91,-2.25,2.54
38245,13.52,-3.99,-4.20,2.54
38276,8.56,-2.72,2.01,2.53
38305,10.87,-2.01,1.75,2.54
38335,7.40,-1.03,-4.79,2.53
38366,12.02,-0.62,0.42,2.54
38395,13.16,-0.46,1.03,2.54
38426,6.45,-0.07,-0.80,2.54
38456,10.24,-1.01,-4.23,2.53
38487,11.26,-2.20,-0.46,2.55
38518,6.24,-0.53,-3.64,2.54
38548,12.05,-0.16,2.87,2.53
38579,12.33,-1.69,3.42,2.54
38608,13.00,-8.88,-8.32,2.54
38640,6.60,-0.52,-1.82,2.53
38670,12.11,-2.13,4.13,2.53
38701,12.24,-3.94,1.28,2.53
38730,11.37,-3.89,-2.16,2.54
38762,10.24,-2.81,-0.21,2.54
38793,8.10,-1.18,-2.38,2.54
38823,9.02,-2.66,-0.97,2.53
38853,9.91,0.66,-0.45,2.54
38882,7.33,-3.76,-2.17,2.54
38913,12.60,-5.81,-1.27,2.54
38943,8.72,-1.98,-4.84,2.56
38974,7.38,-0.29,0.37,2.55
39003,9.94,-1.81,-3.32,2.54
39033,7.36,-2.65,-0.87,2.54
39063,8.50,-1.30,-1.87,2.52
39094,9.40,-2.66,-1.53,2.54
39123,10.40,-3.31,-1.59,2.53
39155,9.50,-1.72,-2.43,2.54
39185,9.37,-1.51,0.17,2.53
39214,8.44,-0.01,-4.15,2.54
39244,6.20,-4.77,-7.27,2.54
39274,9.86,0.91,1.55,2.54
39303,7.74,-7.90,-8.69,2.54
39332,6.48,-0.65,-4.35,2.54
39363,3.40,-0.84,-9.64,2.53
39393,9.62,0.72,2.13,2.54
39421,9.62,-4.15,-3.99,2.54
39451,10.14,-2.73,-0.13,2.54
39482,9.43,-2.00,0.65,2.54
39512,10.98,-2.11,-1.03,2.53
39542,9.91,-1.98,-2.91,2.54
39573,13.24,-4.48,2.93,2.53
39603,13.35,-1.94,4.35,2.54
39633,7.34,-2.45,-3.20,2.55
39663,7.27,0.66,0.05,2.54
39692,12.05,-2.53,-3.86,2.53
39723,16.91,-2.04,6.08,2.54
39753,10.87,-1.79,2.60,2.53
39783,8.72,-0.83,-2.47,2.54
39813,10.22,-3.84,-3.44,2.53
39844,10.69,-1.99,-2.42,2.54
39875,9.28,-1.69,-1.88,2.54
39906,8.45,-0.34,0.27,2.53
39934,9.33,0.07,-4.11,2.55
39964,7.36,-4.77,-5.10,2.54
39994,10.74,-2.38,-2.03,2.55
40026,8.61,-3.06,-4.15,2.55
40055,6.26,-2.42,-4.09,2.54
40086,7.30,-1.85,-5.72,2.55
40116,11.44,0.34,-0.17,2.53
40145,12.04,-0.37,-0.85,2.53
40177,8.57,-0.66,-2.03,2.54
40207,9.17,-2.69,-2.66,2.54
40238,9.57,-1.28,-0.34,2.53
40267,8.46,-2.21,-0.57,2.52
40298,10.42,-1.39,-1.06,2.54
40329,10.20,-1.39,-2.50,2.54
40360,9.91,0.25,3.01,2.55
40388,10.16,-1.27,-3.09,2.55
40420,10.63,-2.40,-3.63,2.56
40451,8.07,-2.54,0.51,2.56
40479,10.37,-0.90,-2.62,2.54
40511,8.59,-2.78,-2.80,2.54
40541,9.97,-2.96,-2.31,2.54
40571,9.71,-1.70,-2.23,2.55
40601,9.64,-1.31,-0.12,2.54
40632,10.04,-2.63,-2.01,2.55
40663,9.70,-3.20,-1.47,2.54
40693,9.23,-1.05,0.33,2.54
40722,14.79,-2.54,0.81,2.55
40753,10.10,-2.11,0.08,2.52
40782,9.45,-5.37,-7.18,2.54
40812,8.87,0.64,-0.08,2.55
40842,7.93,0.52,-4.45,2.55
40870,12.05,-3.92,-0.01,2.55
40902,11.05,-0.79,0.78,2.53
40932,9.43,-1.82,-1.00,2.54
40963,10.53,-0.94,-0.33,2.52
40993,9.29,-1.64,0.59,2.55
41023,10.27,-2.19,-0.84,2.53
41054,10.58,-2.73,-1.40,2.54
41085,8.21,0.51,-3.62,2.53
41114,10.10,-4.00,4.14,2.54
41144,9.81,-1.90,-1.17,2.54
41175,9.43,-1.54,-2.80,2.54
41204,8.06,-0.61,-2.38,2.53
41235,11.21,-1.36,-1.66,2.52
41266,10.86,-2.41,0.88,2.54
41296,7.51,-2.34,-0.71,2.54
41326,10.54,-2.01,-2.25,2.54
41358,8.93,-1.71,-2.93,2.54
41388,8.19,-0.71,-0.43,2.54
41418,9.98,-3.99,-2.92,2.54
41448,7.79,-0.70,-3.57,2.55
41478,7.11,-2.44,-3.86,2.54
41508,8.25,0.53,-1.52,2.53
41537,10.14,-2.26,-5.84,2.55
41569,12.73,0.51,2.03,2.54
41597,12.89,-3.38,-0.35,2.54
41629,7.80,-1.62,-3.16,2.54
41659,8.65,-1.46,-1.82,2.54
41690,10.50,-2.09,-2.26,2.54
41720,8.99,-1.42,-2.67,2.53
41751,10.21,-2.56,0.34,2.55
41781,12.06,-2.70,-1.21,2.52
41811,10.57,-2.24,-2.14,2.55
41843,14.42,-4.00,2.57,2.53
41873,14.13,-0.74,4.75,2.54
41904,3.51,-0.70,-6.44,2.54
41933,9.95,-1.59,-3.09,2.54
41964,10.81,-2.16,-0.31,2.53
41995,8.76,-0.40,-4.81,2.54
42025,4.45,-1.14,-5.72,2.54
42055,8.71,0.22,-4.98,2.55
42085,10.19,-1.64,-3.89,2.54
42116,6.90,-0.43,-1.08,2.54
42145,10.40,-1.25,-3.50,2.54
42177,10.29,-1.85,-1.58,2.54
42208,8.85,-0.66,-3.29,2.55
42238,9.44,-2.75,-3.37,2.55
42268,8.93,0.38,1.61,2.54
42297,10.22,0.41,-1.70,2.55
42327,9.07,-1.79,-0.89,2.54
42357,7.26,-0.61,-3.92,2.54
42387,7.77,-1.16,-2.24,2.53
42418,11.73,-4.94,-0.91,2.55
42448,8.88,-3.86,-3.01,2.54
42478,8.74,-0.57,-3.61,2.53
42509,9.57,-1.11,0.12,2.53
42537,10.97,-2.40,-2.01,2.54
42569,9.97,-1.89,-2.37,2.55
42599,10.86,0.18,-0.55,2.54
42630,8.49,-2.88,-1.91,2.55
42659,8.66,-0.82,0.31,2.54
42689,9.22,-0.25,2.46,2.54
42718,13.17,-0.80,-6.49,2.53
42749,11.65,-5.49,-1.15,2.55
42780,14.12,-5.21,-2.78,2.55
42811,5.57,0.37,-4.80,2.54
42841,8.30,-2.36,-2.56,2.55
42870,8.10,-1.55,-0.82,2.54
42901,11.20,-1.13,-1.89,2.53
42932,9.84,-2.88,-1.09,2.53
42962,10.65,-2.32,-1.41,2.53
42993,8.60,-0.71,-1.96,2.54
43024,14.60,-3.51,-0.20,2.53
43055,9.19,-0.17,-4.24,2.54
43085,7.43,0.83,-3.18,2.54
43114,5.73,0.25,-3.22,2.54
43143,10.94,-5.80,-5.00,2.55
