"266.17,0.63,-9.81,0.14,0.57,-9.77,0.24,2.59,2.53"
"267.17,0.63,-9.79,0.33,0.56,-9.77,0.21,2.58,2.53"
"268.19,0.58,-9.78,0.25,0.59,-9.78,0.28,2.59,2.53"
"269.20,0.48,-9.73,0.18,0.59,-9.79,0.26,2.59,2.53"
"270.20,0.57,-9.76,0.23,0.55,-9.75,0.25,2.59,2.53"
"271.21,0.49,-9.79,0.28,0.56,-9.74,0.26,2.59,2.53"
"272.22,0.50,-9.75,0.25,0.52,-9.75,0.16,2.59,2.53"
"273.23,0.54,-9.83,0.21,0.58,-9.81,0.24,2.58,2.53"
"274.24,0.54,-9.76,0.30,0.57,-9.84,0.26,2.59,2.53"
"275.25,0.56,-9.73,0.28,0.53,-9.76,0.25,2.58,2.53"
"276.26,0.57,-9.81,0.30,0.55,-9.85,0.17,2.59,2.53"
"277.27,0.62,-9.83,0.17,0.46,-9.81,0.25,2.58,2.53"
"278.28,0.59,-9.81,0.34,0.50,-9.72,0.24,2.59,2.53"
"279.29,0.59,-9.76,0.30,0.57,-9.81,0.22,2.58,2.53"
"280.30,0.62,-9.86,0.23,0.56,-9.90,0.27,2.59,2.53"
"281.31,0.52,-9.80,0.28,0.59,-9.81,0.34,2.59,2.53"
"282.32,0.54,-9.76,0.14,0.50,-9.75,0.11,2.58,2.53"
"283.33,0.60,-9.78,0.29,0.53,-9.85,0.17,2.59,2.53"
"284.34,0.54,-9.79,0.30,0.53,-9.72,0.21,2.58,2.53"
"285.35,0.52,-9.72,0.22,0.57,-9.78,0.24,2.59,2.53"
"286.36,0.53,-9.81,0.25,0.59,-9.79,0.18,2.59,2.54"
"287.37,0.49,-9.74,0.29,0.57,-9.80,0.23,2.59,2.53"
"288.38,0.58,-9.82,0.24,0.55,-9.74,0.17,2.59,2.53"
"289.39,0.53,-9.79,0.20,0.62,-9.79,0.31,2.59,2.53"
"290.40,0.60,-9.82,0.24,0.56,-9.87,0.20,2.59,2.53"
"291.41,0.62,-9.81,0.26,0.60,-9.84,0.33,2.59,2.53"
"292.42,0.57,-9.82,0.28,0.53,-9.79,0.20,2.59,2.53"
"293.43,0.60,-9.76,0.20,0.52,-9.81,0.16,2.58,2.53"
"294.44,0.62,-9.71,0.27,0.63,-9.84,0.29,2.59,2.53"
"295.45,0.62,-9.82,0.31,0.58,-9.78,0.33,2.59,2.53"
"296.46,0.60,-9.87,0.24,0.58,-9.78,0.29,2.59,2.53"
"297.47,0.48,-9.80,0.19,0.59,-9.83,0.26,2.59,2.53"
"298.48,0.53,-9.82,0.24,0.57,-9.69,0.26,2.58,2.53"
"299.49,0.55,-9.72,0.28,0.48,-9.74,0.30,2.58,2.53"
"300.50,0.55,-9.77,0.19,0.59,-9.80,0.31,2.58,2.53"
"301.51,0.57,-9.77,0.25,0.54,-9.78,0.29,2.58,2.52"
"302.52,0.59,-9.74,0.26,0.53,-9.77,0.31,2.58,2.53"
"303.52,0.54,-9.77,0.27,0.53,-9.76,0.22,2.59,2.53"
"304.53,0.58,-9.78,0.32,0.51,-9.82,0.28,2.59,2.53"
"305.54,0.57,-9.77,0.24,0.54,-9.84,0.23,2.59,2.53"
"306.55,0.60,-9.77,0.27,0.56,-9.74,0.28,2.58,2.52"
"307.56,0.51,-9.85,0.25,0.58,-9.77,0.22,2.59,2.53"
"308.57,0.62,-9.73,0.23,0.58,-9.86,0.34,2.59,2.53"
"309.58,0.59,-9.87,0.22,0.57,-9.81,0.28,2.59,2.53"
"310.59,0.62,-9.79,0.21,0.56,-9.78,0.21,2.58,2.53"
"311.60,0.52,-9.76,0.14,0.51,-9.78,0.25,2.59,2.53"
"312.61,0.56,-9.82,0.27,0.55,-9.83,0.31,2.59,2.53"
"313.62,0.64,-9.87,0.35,0.52,-9.90,0.22,2.59,2.53"
"314.63,0.60,-9.75,0.28,0.52,-9.72,0.23,2.59,2.53"
"315.64,0.55,-9.73,0.30,0.56,-9.79,0.23,2.59,2.53"
"316.65,0.54,-9.68,0.25,0.58,-9.76,0.26,2.59,2.53"
"317.66,0.54,-9.82,0.25,0.60,-9.78,0.30,2.59,2.53"
"318.67,0.51,-9.70,0.20,0.58,-9.73,0.30,2.59,2.53"
"319.68,0.56,-9.80,0.29,0.65,-9.84,0.31,2.59,2.53"
"320.69,0.62,-9.84,0.25,0.53,-9.80,0.17,2.59,2.53"
"321.70,0.58,-9.88,0.35,0.60,-9.83,0.29,2.59,2.53"
"322.71,0.54,-9.81,0.30,0.51,-9.74,0.25,2.59,2.53"
"323.72,0.60,-9.80,0.25,0.54,-9.74,0.33,2.59,2.53"
"324.73,0.52,-9.81,0.27,0.54,-9.76,0.25,2.59,2.53"
"325.74,0.56,-9.74,0.28,0.51,-9.76,0.25,2.59,2.53"
"326.75,0.61,-9.78,0.29,0.49,-9.76,0.20,2.59,2.53"
"327.76,0.57,-9.74,0.15,0.58,-9.78,0.19,2.59,2.53"
"328.77,0.56,-9.82,0.29,0.54,-9.79,0.27,2.58,2.53"
"329.78,0.56,-9.74,0.27,0.55,-9.77,0.24,2.59,2.53"
"330.79,0.56,-9.73,0.19,0.59,-9.74,0.24,2.58,2.53"
"331.80,0.58,-9.75,0.14,0.52,-9.74,0.26,2.58,2.53"
"332.81,0.53,-9.75,0.23,0.54,-9.72,0.19,2.59,2.53"
"333.82,0.55,-9.82,0.23,0.57,-9.82,0.17,2.59,2.53"
"334.83,0.65,-9.86,0.38,0.56,-9.75,0.28,2.59,2.53"
"335.83,0.61,-9.87,0.26,0.57,-9.88,0.23,2.58,2.53"
"336.84,0.59,-9.70,0.25,0.52,-9.65,0.23,2.59,2.53"
"337.85,0.60,-9.85,0.30,0.50,-9.73,0.28,2.59,2.53"
"338.86,0.58,-9.73,0.27,0.58,-9.82,0.31,2.58,2.53"
"339.87,0.55,-9.85,0.23,0.54,-9.84,0.13,2.59,2.53"
"340.88,0.53,-9.75,0.31,0.50,-9.71,0.24,2.59,2.53"
"341.89,0.49,-9.78,0.20,0.58,-9.87,0.27,2.59,2.53"
"342.90,0.58,-9.84,0.28,0.50,-9.80,0.26,2.58,2.52"
"343.91,0.54,-9.78,0.27,0.56,-9.81,0.19,2.59,2.53"
"344.92,0.53,-9.81,0.23,0.54,-9.78,0.28,2.59,2.53"
"345.93,0.54,-9.73,0.25,0.57,-9.78,0.21,2.59,2.53"
"346.94,0.54,-9.66,0.28,0.54,-9.75,0.27,2.58,2.53"
"347.95,0.58,-9.82,0.28,0.55,-9.86,0.32,2.58,2.53"
"348.96,0.61,-9.83,0.26,0.59,-9.84,0.27,2.59,2.53"
"349.97,0.59,-9.83,0.20,0.56,-9.82,0.30,2.59,2.53"
"350.98,0.57,-9.82,0.28,0.54,-9.82,0.19,2.59,2.53"
"351.99,0.58,-9.79,0.22,0.55,-9.73,0.25,2.58,2.53"
